State ,State_Name,Region,County,State_Code,County_Code,Year_Span,Year,Measure_Name,Measure_Id,  Number_Of_Cases  ,  Population  ,   Number_Of_Cases_Per 100K_People   ,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode
CA,California,West,California,6,0,2011,2011,Children in poverty,24,"2,085,226","18,384,891"," 11,342 ",0.224425532,0.231574468,2013,6000
CA,California,West,California,6,0,2012,2012,Children in poverty,24,"2,164,589","18,494,886"," 11,704 ",0.234425532,0.241574468,2014,
CO,Colorado,West,Colorado,8,0,2002,2002,Children in poverty,24,"135,233","2,442,738"," 5,536 ",0.10012766,0.134680851,Uknown,8000
CO,Colorado,West,Colorado,8,0,2003,2003,Children in poverty,24,"151,196","2,492,349"," 6,066 ",0.111319149,0.14587234,Uknown,8000
CO,Colorado,West,Colorado,8,0,2004,2004,Children in poverty,24,"151,264","2,535,427"," 5,966 ",0.11012766,0.14706383,Uknown,8000
CO,Colorado,West,Colorado,8,0,2005,2005,Children in poverty,24,"163,374","2,588,388"," 6,312 ",0.132851064,0.148340426,Uknown,8000
CO,Colorado,West,Colorado,8,0,2006,2006,Children in poverty,24,"170,379","2,655,561"," 6,416 ",0.139659575,0.156340426,Uknown,8000
CO,Colorado,West,Colorado,8,0,2007,2007,Children in poverty,24,"179,666","2,685,047"," 6,691 ",0.144659575,0.161340426,2010,8000
CO,Colorado,West,Colorado,8,0,2008,2008,Children in poverty,24,"171,707","2,732,137"," 6,285 ",0.135659575,0.153531915,2011,8000
CO,Colorado,West,Colorado,8,0,2009,2009,Children in poverty,24,"201,208","2,736,570"," 7,353 ",0.157659575,0.175531915,Uknown,8000
CO,Colorado,West,Colorado,8,0,2010,2010,Children in poverty,24,"207,165","2,725,210"," 7,602 ",0.162659575,0.179340426,2012,8000
CO,Colorado,West,Colorado,8,0,2011,2011,Children in poverty,24,"215,325","2,723,033"," 7,908 ",0.168659575,0.185340426,2013,8000
CO,Colorado,West,Colorado,8,0,2012,2012,Children in poverty,24,"220,133","2,743,261"," 8,025 ",0.172659575,0.189340426,2014,
CT,Connecticut,Northest,Connecticut,9,0,2002,2002,Children in poverty,24,"83,942","1,778,995"," 4,719 ",0.084319149,0.116489362,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2003,2003,Children in poverty,24,"88,254","1,795,000"," 4,917 ",0.089510638,0.120489362,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2004,2004,Children in poverty,24,"95,407","1,792,090"," 5,324 ",0.09612766,0.13306383,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2005,2005,Children in poverty,24,"93,716","1,806,999"," 5,186 ",0.105659575,0.123531915,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2006,2006,Children in poverty,24,"88,087","1,826,819"," 4,822 ",0.101851064,0.117340426,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2007,2007,Children in poverty,24,"87,584","1,845,688"," 4,745 ",0.100851064,0.116340426,2010,9000
CT,Connecticut,Northest,Connecticut,9,0,2008,2008,Children in poverty,24,"94,346","1,871,902"," 5,040 ",0.108468085,0.127531915,2011,9000
CT,Connecticut,Northest,Connecticut,9,0,2009,2009,Children in poverty,24,"95,570","1,895,954"," 5,041 ",0.110468085,0.128340426,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2010,2010,Children in poverty,24,"103,003","1,916,598"," 5,374 ",0.119659575,0.136340426,2012,9000
CT,Connecticut,Northest,Connecticut,9,0,2011,2011,Children in poverty,24,"115,699","1,918,126"," 6,032 ",0.136468085,0.155531915,2013,9000
CT,Connecticut,Northest,Connecticut,9,0,2012,2012,Children in poverty,24,"114,613","1,879,461"," 6,098 ",0.137659575,0.154340426,2014,
DE,Delaware,South,Delaware,10,0,2002,2002,Children in poverty,24,"24,472","417,885"," 5,856 ",0.108510638,0.139489362,Uknown,10000
DE,Delaware,South,Delaware,10,0,2003,2003,Children in poverty,24,"25,106","421,060"," 5,963 ",0.113319149,0.146680851,Uknown,10000
DE,Delaware,South,Delaware,10,0,2004,2004,Children in poverty,24,"26,124","424,914"," 6,148 ",0.11493617,0.15306383,Uknown,10000
DE,Delaware,South,Delaware,10,0,2005,2005,Children in poverty,24,"27,692","434,389"," 6,375 ",0.133276596,0.155914894,Uknown,10000
DE,Delaware,South,Delaware,10,0,2006,2006,Children in poverty,24,"29,622","440,124"," 6,730 ",0.137276596,0.159914894,Uknown,10000
DE,Delaware,South,Delaware,10,0,2007,2007,Children in poverty,24,"29,005","442,841"," 6,550 ",0.131893617,0.156914894,2010,10000
DE,Delaware,South,Delaware,10,0,2008,2008,Children in poverty,24,"29,148","445,800"," 6,538 ",0.129893617,0.154914894,2011,10000
DE,Delaware,South,Delaware,10,0,2009,2009,Children in poverty,24,"33,851","439,443"," 7,703 ",0.152702128,0.181297872,Uknown,10000
DE,Delaware,South,Delaware,10,0,2010,2010,Children in poverty,24,"36,018","436,822"," 8,245 ",0.163702128,0.192297872,2012,10000
DE,Delaware,South,Delaware,10,0,2011,2011,Children in poverty,24,"37,941","439,181"," 8,639 ",0.173702128,0.202297872,2013,10000
DE,Delaware,South,Delaware,10,0,2012,2012,Children in poverty,24,"38,462","444,042"," 8,662 ",0.177893617,0.204106383,2014,
FL,Florida,South,Florida,12,0,2002,2002,Children in poverty,24,"689,303","8,124,940"," 8,484 ",0.161510638,0.192489362,Uknown,12000
FL,Florida,South,Florida,12,0,2003,2003,Children in poverty,24,"770,946","8,218,806"," 9,380 ",0.178510638,0.208297872,Uknown,12000
FL,Florida,South,Florida,12,0,2004,2004,Children in poverty,24,"699,280","8,388,838"," 8,336 ",0.15512766,0.19087234,Uknown,12000
FL,Florida,South,Florida,12,0,2005,2005,Children in poverty,24,"719,164","8,635,040"," 8,328 ",0.175042553,0.186957447,Uknown,12000
FL,Florida,South,Florida,12,0,2006,2006,Children in poverty,24,"695,303","8,880,356"," 7,830 ",0.171234043,0.181957447,Uknown,12000
FL,Florida,South,Florida,12,0,2007,2007,Children in poverty,24,"685,647","9,205,778"," 7,448 ",0.167042553,0.177765957,2010,12000
FL,Florida,South,Florida,12,0,2008,2008,Children in poverty,24,"726,383","9,224,360"," 7,875 ",0.179234043,0.189957447,2011,12000
FL,Florida,South,Florida,12,0,2009,2009,Children in poverty,24,"857,326","9,066,242"," 9,456 ",0.209042553,0.220957447,Uknown,12000
FL,Florida,South,Florida,12,0,2010,2010,Children in poverty,24,"929,620","9,132,478"," 10,179 ",0.230042553,0.241957447,2012,12000
FL,Florida,South,Florida,12,0,2011,2011,Children in poverty,24,"985,615","9,248,513"," 10,657 ",0.245042553,0.256957447,2013,12000
FL,Florida,South,Florida,12,0,2012,2012,Children in poverty,24,"1,011,096","9,368,508"," 10,792 ",0.248851064,0.263148936,2014,
GA,Georgia,South,Georgia,13,0,2002,2002,Children in poverty,24,"407,585","4,345,418"," 9,380 ",0.15893617,0.19587234,Uknown,13000
GA,Georgia,South,Georgia,13,0,2003,2003,Children in poverty,24,"445,866","4,382,196"," 10,174 ",0.17312766,0.21006383,Uknown,13000
GA,Georgia,South,Georgia,13,0,2004,2004,Children in poverty,24,"457,793","4,460,143"," 10,264 ",0.173744681,0.215446809,Uknown,13000
GA,Georgia,South,Georgia,13,0,2005,2005,Children in poverty,24,"470,425","4,616,266"," 10,191 ",0.194659575,0.210148936,Uknown,13000
GA,Georgia,South,Georgia,13,0,2006,2006,Children in poverty,24,"489,021","4,722,337"," 10,355 ",0.197042553,0.208957447,Uknown,13000
GA,Georgia,South,Georgia,13,0,2007,2007,Children in poverty,24,"494,787","4,811,168"," 10,284 ",0.192042553,0.205148936,2010,13000
GA,Georgia,South,Georgia,13,0,2008,2008,Children in poverty,24,"507,967","4,853,487"," 10,466 ",0.196042553,0.209148936,2011,13000
GA,Georgia,South,Georgia,13,0,2009,2009,Children in poverty,24,"575,429","4,745,391"," 12,126 ",0.218659575,0.234148936,Uknown,13000
GA,Georgia,South,Georgia,13,0,2010,2010,Children in poverty,24,"613,581","4,694,941"," 13,069 ",0.244042553,0.255957447,2012,13000
GA,Georgia,South,Georgia,13,0,2011,2011,Children in poverty,24,"651,999","4,725,120"," 13,799 ",0.257659575,0.274340426,2013,13000
GA,Georgia,South,Georgia,13,0,2012,2012,Children in poverty,24,"672,149","4,806,125"," 13,985 ",0.264659575,0.281340426,2014,
HI,Hawaii,West,Hawaii,15,0,2002,2002,Children in poverty,24,"42,078","608,938"," 6,910 ",0.127510638,0.159680851,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2003,2003,Children in poverty,24,"43,261","616,324"," 7,019 ",0.130510638,0.162680851,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2004,2004,Children in poverty,24,"32,217","618,151"," 5,212 ",0.086553192,0.130638298,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2005,2005,Children in poverty,24,"36,870","627,084"," 5,880 ",0.113085106,0.138106383,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2006,2006,Children in poverty,24,"34,462","633,493"," 5,440 ",0.107276596,0.128723404,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2007,2007,Children in poverty,24,"30,618","637,225"," 4,805 ",0.097276596,0.119914894,2010,15000
HI,Hawaii,West,Hawaii,15,0,2008,2008,Children in poverty,24,"30,728","644,036"," 4,771 ",0.097085106,0.120914894,2011,15000
HI,Hawaii,West,Hawaii,15,0,2009,2009,Children in poverty,24,"39,214","637,933"," 6,147 ",0.125085106,0.148914894,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2010,2010,Children in poverty,24,"43,595","649,158"," 6,716 ",0.133893617,0.160106383,2012,15000
HI,Hawaii,West,Hawaii,15,0,2011,2011,Children in poverty,24,"50,172","660,695"," 7,594 ",0.154893617,0.181106383,2013,15000
HI,Hawaii,West,Hawaii,15,0,2012,2012,Children in poverty,24,"51,557","651,585"," 7,913 ",0.160085106,0.183914894,2014,
ID,Idaho,West,Idaho,16,0,2002,2002,Children in poverty,24,"54,964","683,189"," 8,045 ",0.132319149,0.165680851,Uknown,16000
ID,Idaho,West,Idaho,16,0,2003,2003,Children in poverty,24,"58,905","688,290"," 8,558 ",0.14112766,0.17687234,Uknown,16000
ID,Idaho,West,Idaho,16,0,2004,2004,Children in poverty,24,"56,562","698,129"," 8,102 ",0.130744681,0.172446809,Uknown,16000
ID,Idaho,West,Idaho,16,0,2005,2005,Children in poverty,24,"62,934","722,196"," 8,714 ",0.161276596,0.182723404,Uknown,16000
ID,Idaho,West,Idaho,16,0,2006,2006,Children in poverty,24,"61,771","740,109"," 8,346 ",0.149276596,0.169531915,Uknown,16000
ID,Idaho,West,Idaho,16,0,2007,2007,Children in poverty,24,"63,568","750,000"," 8,476 ",0.148276596,0.169723404,2010,16000
ID,Idaho,West,Idaho,16,0,2008,2008,Children in poverty,24,"64,361","757,759"," 8,494 ",0.147276596,0.169914894,2011,16000
ID,Idaho,West,Idaho,16,0,2009,2009,Children in poverty,24,"76,630","752,209"," 10,187 ",0.173085106,0.196914894,Uknown,16000
ID,Idaho,West,Idaho,16,0,2010,2010,Children in poverty,24,"83,752","763,500"," 10,969 ",0.187276596,0.208723404,2012,16000
ID,Idaho,West,Idaho,16,0,2011,2011,Children in poverty,24,"89,007","770,645"," 11,550 ",0.199893617,0.226106383,2013,16000
ID,Idaho,West,Idaho,16,0,2012,2012,Children in poverty,24,"89,672","773,310"," 11,596 ",0.201085106,0.224914894,2014,
IL,Illinois,Midwest,Illinois,17,0,2002,2002,Children in poverty,24,"494,208","6,387,093"," 7,738 ",0.137510638,0.168489362,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2003,2003,Children in poverty,24,"505,048","6,343,283"," 7,962 ",0.141702128,0.170297872,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2004,2004,Children in poverty,24,"539,394","6,365,462"," 8,474 ",0.14793617,0.18606383,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2005,2005,Children in poverty,24,"524,897","6,404,310"," 8,196 ",0.159042553,0.170957447,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2006,2006,Children in poverty,24,"539,870","6,526,582"," 8,272 ",0.165234043,0.175957447,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2007,2007,Children in poverty,24,"524,318","6,660,256"," 7,872 ",0.160042553,0.171957447,2010,17000
IL,Illinois,Midwest,Illinois,17,0,2008,2008,Children in poverty,24,"531,774","6,667,276"," 7,976 ",0.164234043,0.174957447,2011,17000
IL,Illinois,Midwest,Illinois,17,0,2009,2009,Children in poverty,24,"586,040","6,588,703"," 8,895 ",0.181042553,0.194148936,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2010,2010,Children in poverty,24,"599,714","6,602,663"," 9,083 ",0.188042553,0.199957447,2012,17000
IL,Illinois,Midwest,Illinois,17,0,2011,2011,Children in poverty,24,"651,430","6,565,512"," 9,922 ",0.207042553,0.218957447,2013,17000
IL,Illinois,Midwest,Illinois,17,0,2012,2012,Children in poverty,24,"621,972","6,592,996"," 9,434 ",0.200042553,0.211957447,2014,
IN,Indiana,Midwest,Indiana,18,0,2002,2002,Children in poverty,24,"189,829","3,165,781"," 5,996 ",0.103510638,0.134489362,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2003,2003,Children in poverty,24,"217,420","3,165,980"," 6,867 ",0.121510638,0.151297872,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2004,2004,Children in poverty,24,"250,998","3,165,308"," 7,930 ",0.13793617,0.177255319,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2005,2005,Children in poverty,24,"258,976","3,204,173"," 8,082 ",0.157659575,0.173148936,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2006,2006,Children in poverty,24,"268,729","3,241,480"," 8,290 ",0.165659575,0.181148936,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2007,2007,Children in poverty,24,"265,192","3,230,369"," 8,209 ",0.163851064,0.178148936,2010,18000
IN,Indiana,Midwest,Indiana,18,0,2008,2008,Children in poverty,24,"277,503","3,247,278"," 8,546 ",0.171851064,0.187340426,2011,18000
IN,Indiana,Midwest,Indiana,18,0,2009,2009,Children in poverty,24,"310,140","3,207,056"," 9,671 ",0.190659575,0.206148936,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2010,2010,Children in poverty,24,"340,700","3,176,659"," 10,725 ",0.207659575,0.224340426,2012,18000
IN,Indiana,Midwest,Indiana,18,0,2011,2011,Children in poverty,24,"353,510","3,188,271"," 11,088 ",0.217659575,0.234340426,2013,18000
IN,Indiana,Midwest,Indiana,18,0,2012,2012,Children in poverty,24,"345,235","3,149,747"," 10,961 ",0.213851064,0.228148936,2014,
IA,Iowa,Midwest,Iowa,19,0,2002,2002,Children in poverty,24,"75,288","1,632,117"," 4,613 ",0.093510638,0.124489362,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2003,2003,Children in poverty,24,"83,151","1,608,251"," 5,170 ",0.107510638,0.137297872,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2004,2004,Children in poverty,24,"87,899","1,609,748"," 5,460 ",0.11312766,0.14887234,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2005,2005,Children in poverty,24,"91,700","1,627,525"," 5,634 ",0.130659575,0.148531915,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2006,2006,Children in poverty,24,"96,323","1,656,936"," 5,813 ",0.130851064,0.146340426,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2007,2007,Children in poverty,24,"95,200","1,666,426"," 5,713 ",0.128659575,0.145340426,2010,19000
IA,Iowa,Midwest,Iowa,19,0,2008,2008,Children in poverty,24,"99,569","1,674,357"," 5,947 ",0.133659575,0.150340426,2011,19000
IA,Iowa,Midwest,Iowa,19,0,2009,2009,Children in poverty,24,"109,384","1,674,300"," 6,533 ",0.146468085,0.165531915,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2010,2010,Children in poverty,24,"115,731","1,669,857"," 6,931 ",0.152468085,0.171531915,2012,19000
IA,Iowa,Midwest,Iowa,19,0,2011,2011,Children in poverty,24,"121,250","1,663,600"," 7,288 ",0.161468085,0.180531915,2013,19000
IA,Iowa,Midwest,Iowa,19,0,2012,2012,Children in poverty,24,"114,105","1,638,549"," 6,964 ",0.151468085,0.170531915,2014,
KS,Kansas,Midwest,Kansas,20,0,2002,2002,Children in poverty,24,"84,181","1,424,063"," 5,911 ",0.105510638,0.136489362,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2003,2003,Children in poverty,24,"93,896","1,445,391"," 6,496 ",0.122510638,0.153489362,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2004,2004,Children in poverty,24,"98,641","1,462,288"," 6,746 ",0.12812766,0.16506383,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2005,2005,Children in poverty,24,"100,253","1,465,098"," 6,843 ",0.142468085,0.161531915,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2006,2006,Children in poverty,24,"105,191","1,468,399"," 7,164 ",0.145659575,0.162340426,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2007,2007,Children in poverty,24,"100,242","1,471,975"," 6,810 ",0.138659575,0.155340426,2010,20000
KS,Kansas,Midwest,Kansas,20,0,2008,2008,Children in poverty,24,"100,146","1,480,880"," 6,763 ",0.136468085,0.154340426,2011,20000
KS,Kansas,Midwest,Kansas,20,0,2009,2009,Children in poverty,24,"118,187","1,507,661"," 7,839 ",0.160276596,0.181723404,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2010,2010,Children in poverty,24,"129,009","1,504,897"," 8,573 ",0.170276596,0.191723404,2012,20000
KS,Kansas,Midwest,Kansas,20,0,2011,2011,Children in poverty,24,"133,478","1,505,046"," 8,869 ",0.178468085,0.197531915,2013,20000
KS,Kansas,Midwest,Kansas,20,0,2012,2012,Children in poverty,24,"135,261","1,489,328"," 9,082 ",0.181659575,0.198340426,2014,
KY,Kentucky,South,Kentucky,21,0,2002,2002,Children in poverty,24,"208,030","1,950,477"," 10,666 ",0.194319149,0.22887234,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2003,2003,Children in poverty,24,"205,809","1,971,760"," 10,438 ",0.194319149,0.22887234,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2004,2004,Children in poverty,24,"217,368","1,963,863"," 11,068 ",0.200553192,0.243446809,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2005,2005,Children in poverty,24,"220,222","1,996,284"," 11,032 ",0.220468085,0.238340426,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2006,2006,Children in poverty,24,"226,101","2,024,148"," 11,170 ",0.222659575,0.239340426,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2007,2007,Children in poverty,24,"231,398","2,038,757"," 11,350 ",0.226468085,0.244340426,2010,21000
KY,Kentucky,South,Kentucky,21,0,2008,2008,Children in poverty,24,"232,097","2,037,960"," 11,389 ",0.224468085,0.243531915,2011,21000
KY,Kentucky,South,Kentucky,21,0,2009,2009,Children in poverty,24,"251,684","2,056,010"," 12,241 ",0.243468085,0.263723404,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2010,2010,Children in poverty,24,"261,696","2,060,191"," 12,703 ",0.251468085,0.270531915,2012,21000
KY,Kentucky,South,Kentucky,21,0,2011,2011,Children in poverty,24,"272,115","2,067,536"," 13,161 ",0.261276596,0.282723404,2013,21000
KY,Kentucky,South,Kentucky,21,0,2012,2012,Children in poverty,24,"263,744","2,074,816"," 12,712 ",0.255468085,0.274531915,2014,
LA,Louisiana,South,Louisiana,22,0,2002,2002,Children in poverty,24,"313,731","2,010,855"," 15,602 ",0.244553192,0.287446809,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2003,2003,Children in poverty,24,"309,726","2,024,274"," 15,301 ",0.244553192,0.287446809,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2004,2004,Children in poverty,24,"314,522","2,040,968"," 15,410 ",0.245404255,0.302595745,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2005,2005,Children in poverty,24,"329,036","1,488,638"," 22,103 ",0.281276596,0.302723404,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2006,2006,Children in poverty,24,"302,938","1,489,663"," 20,336 ",0.272468085,0.291531915,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2007,2007,Children in poverty,24,"285,425","2,010,661"," 14,196 ",0.260659575,0.277340426,2010,22000
LA,Louisiana,South,Louisiana,22,0,2008,2008,Children in poverty,24,"274,238","2,055,691"," 13,340 ",0.241468085,0.260531915,2011,22000
LA,Louisiana,South,Louisiana,22,0,2009,2009,Children in poverty,24,"274,805","2,051,391"," 13,396 ",0.238468085,0.257531915,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2010,2010,Children in poverty,24,"302,056","2,070,078"," 14,592 ",0.264468085,0.283531915,2012,22000
LA,Louisiana,South,Louisiana,22,0,2011,2011,Children in poverty,24,"317,946","2,060,645"," 15,429 ",0.279659575,0.296340426,2013,22000
LA,Louisiana,South,Louisiana,22,0,2012,2012,Children in poverty,24,"315,185","2,083,713"," 15,126 ",0.276468085,0.295531915,2014,
ME,Maine,Northest,Maine,23,0,2002,2002,Children in poverty,24,"40,270","680,563"," 5,917 ",0.12412766,0.15987234,Uknown,23000
ME,Maine,Northest,Maine,23,0,2003,2003,Children in poverty,24,"39,861","684,692"," 5,822 ",0.127510638,0.157297872,Uknown,23000
ME,Maine,Northest,Maine,23,0,2003,2003,Children in poverty,24,"39,861","684,692"," 5,822 ",0.127510638,0.157297872,Uknown,23000
ME,Maine,Northest,Maine,23,0,2005,2005,Children in poverty,24,"44,682","692,332"," 6,454 ",0.155085106,0.177723404,Uknown,23000
ME,Maine,Northest,Maine,23,0,2006,2006,Children in poverty,24,"46,379","698,527"," 6,640 ",0.158276596,0.179723404,Uknown,23000
ME,Maine,Northest,Maine,23,0,2007,2007,Children in poverty,24,"43,052","699,347"," 6,156 ",0.146276596,0.167723404,2010,23000
ME,Maine,Northest,Maine,23,0,2008,2008,Children in poverty,24,"43,943","703,376"," 6,247 ",0.151893617,0.176914894,2011,23000
ME,Maine,Northest,Maine,23,0,2009,2009,Children in poverty,24,"46,349","699,540"," 6,626 ",0.163085106,0.188106383,Uknown,23000
ME,Maine,Northest,Maine,23,0,2010,2010,Children in poverty,24,"48,734","700,569"," 6,956 ",0.168893617,0.195106383,2012,23000
ME,Maine,Northest,Maine,23,0,2011,2011,Children in poverty,24,"50,579","704,087"," 7,184 ",0.181085106,0.204914894,2013,23000
ME,Maine,Northest,Maine,23,0,2012,2012,Children in poverty,24,"51,386","706,099"," 7,277 ",0.184893617,0.211106383,2014,
MD,Maryland,South,Maryland,24,0,2002,2002,Children in poverty,24,"135,285","2,861,422"," 4,728 ",0.08312766,0.117680851,Uknown,24000
MD,Maryland,South,Maryland,24,0,2003,2003,Children in poverty,24,"159,414","2,870,030"," 5,554 ",0.099510638,0.131680851,Uknown,24000
MD,Maryland,South,Maryland,24,0,2004,2004,Children in poverty,24,"156,087","2,885,241"," 5,410 ",0.09193617,0.13006383,Uknown,24000
MD,Maryland,South,Maryland,24,0,2005,2005,Children in poverty,24,"149,712","2,946,767"," 5,081 ",0.100659575,0.116148936,Uknown,24000
MD,Maryland,South,Maryland,24,0,2006,2006,Children in poverty,24,"134,767","3,007,268"," 4,481 ",0.093851064,0.106957447,Uknown,24000
